URL,Date,Id,Company,new_url
"http://wayback.archive.org/web/20170420230023/http://alliancebankva.com/
",2017-04-20,665,alliancebankva.com,http://web.archive.org/web/20170421011215/http://ww17.alliancebankva.com/
"http://wayback.archive.org/web/20170821135012/http://www.alliancebankva.com:80/
",2017-08-21,665,alliancebankva.com,http://web.archive.org/web/20170821135012/http://ww17.alliancebankva.com/
"http://wayback.archive.org/web/20170911165533/http://alliancebankva.com/
",2017-09-11,665,alliancebankva.com,http://web.archive.org/web/20170928202709/http://ww17.alliancebankva.com/
"http://wayback.archive.org/web/20181108223258/http://alliancebankva.com/
",2018-11-08,665,alliancebankva.com,http://web.archive.org/web/20170928202709/http://ww17.alliancebankva.com/
"http://wayback.archive.org/web/20190506075012/http://alliancebankva.com/
",2019-05-06,665,alliancebankva.com,http://web.archive.org/web/20170928202709/http://ww17.alliancebankva.com/
"http://wayback.archive.org/web/20141223201752/http://alliancebioe.com/
",2014-12-23,666,alliancebioe.com,http://web.archive.org/web/20150323102644/http://www.alliancebioe.com/
"http://wayback.archive.org/web/20150323102644/http://www.alliancebioe.com:80/
",2015-03-23,666,alliancebioe.com,http://web.archive.org/web/20150323102644/http://www.alliancebioe.com/
"http://wayback.archive.org/web/20150513023427/http://www.alliancebioe.com:80/
",2015-05-13,666,alliancebioe.com,http://web.archive.org/web/20150513023427/http://www.alliancebioe.com/
"http://wayback.archive.org/web/20150801024554/http://alliancebioe.com/
",2015-08-01,666,alliancebioe.com,http://web.archive.org/web/20150513023427/http://www.alliancebioe.com/
"http://wayback.archive.org/web/20151023070945/http://www.alliancebioe.com:80/
",2015-10-23,666,alliancebioe.com,http://web.archive.org/web/20151023070945/http://www.alliancebioe.com/
"http://wayback.archive.org/web/20151124155605/http://www.alliancebioe.com:80/
",2015-11-24,666,alliancebioe.com,http://web.archive.org/web/20151124155605/http://www.alliancebioe.com/
"http://wayback.archive.org/web/20160103182456/http://www.alliancebioe.com:80/
",2016-01-03,666,alliancebioe.com,http://web.archive.org/web/20160103182456/http://www.alliancebioe.com/
"http://wayback.archive.org/web/20160304041954/http://www.alliancebioe.com:80/
",2016-03-04,666,alliancebioe.com,http://web.archive.org/web/20160304041954/http://www.alliancebioe.com/
"http://wayback.archive.org/web/20160408055508/http://alliancebioe.com/
",2016-04-08,666,alliancebioe.com,http://web.archive.org/web/20160327100426/http://www.alliancebioe.com/
"http://wayback.archive.org/web/20160501050220/http://www.alliancebioe.com/
",2016-05-01,666,alliancebioe.com,http://web.archive.org/web/20160501050220/http://www.alliancebioe.com/
"http://wayback.archive.org/web/20160605063146/http://www.alliancebioe.com:80/
",2016-06-05,666,alliancebioe.com,http://web.archive.org/web/20160605063146/http://www.alliancebioe.com/
"http://wayback.archive.org/web/20160707220841/http://www.alliancebioe.com:80/
",2016-07-07,666,alliancebioe.com,http://web.archive.org/web/20160707220841/http://www.alliancebioe.com/
"http://wayback.archive.org/web/20160809213812/http://www.alliancebioe.com:80/
",2016-08-09,666,alliancebioe.com,http://web.archive.org/web/20160809213812/http://www.alliancebioe.com/
"http://wayback.archive.org/web/20160912032431/http://www.alliancebioe.com:80/
",2016-09-12,666,alliancebioe.com,http://web.archive.org/web/20160912032431/http://www.alliancebioe.com/
"http://wayback.archive.org/web/20161002012033/http://alliancebioe.com/
",2016-10-02,666,alliancebioe.com,http://web.archive.org/web/20161014084349/http://www.alliancebioe.com/
"http://wayback.archive.org/web/20170314185712/http://www.alliancebioe.com:80/
",2017-03-14,666,alliancebioe.com,http://web.archive.org/web/20170314185712/http://www.alliancebioe.com/
"http://wayback.archive.org/web/20170531173630/http://www.alliancebioe.com:80/
",2017-05-31,666,alliancebioe.com,http://web.archive.org/web/20170531173630/http://www.alliancebioe.com/
"http://wayback.archive.org/web/20170605180154/http://alliancebioe.com/
",2017-06-05,666,alliancebioe.com,http://web.archive.org/web/20170531173630/http://www.alliancebioe.com/
"http://wayback.archive.org/web/20170708065146/http://www.alliancebioe.com:80/
",2017-07-08,666,alliancebioe.com,http://web.archive.org/web/20170708065146/http://www.alliancebioe.com/
