URL,Date,Company,Id
"http://wayback.archive.org/web/20000408032401/http://www.gentiva.com:80/
",2000-04-08,gentiva.com,4075
"http://wayback.archive.org/web/20000511022844/http://www.gentiva.com:80/
",2000-05-11,gentiva.com,4075
"http://wayback.archive.org/web/20000619095315/http://www.gentiva.com:80/
",2000-06-19,gentiva.com,4075
"http://wayback.archive.org/web/20000816024959/http://www.gentiva.com:80/
",2000-08-16,gentiva.com,4075
"http://wayback.archive.org/web/20001018102928/http://www.gentiva.com:80/
",2000-10-18,gentiva.com,4075
"http://wayback.archive.org/web/20001120133700/http://www.gentiva.com:80/
",2000-11-20,gentiva.com,4075
"http://wayback.archive.org/web/20010118203600/http://www.gentiva.com:80/
",2001-01-18,gentiva.com,4075
"http://wayback.archive.org/web/20010201155700/http://www.gentiva.com:80/
",2001-02-01,gentiva.com,4075
"http://wayback.archive.org/web/20010301180724/http://www.gentiva.com:80/
",2001-03-01,gentiva.com,4075
"http://wayback.archive.org/web/20010401235115/http://www.gentiva.com:80/
",2001-04-01,gentiva.com,4075
"http://wayback.archive.org/web/20010506233040/http://www.gentiva.com:80/
",2001-05-06,gentiva.com,4075
"http://wayback.archive.org/web/20010721002256/http://gentiva.com:80/
",2001-07-21,gentiva.com,4075
"http://wayback.archive.org/web/20011129055529/http://gentiva.com:80/
",2001-11-29,gentiva.com,4075
"http://wayback.archive.org/web/20020328041920/http://www.gentiva.com:80/
",2002-03-28,gentiva.com,4075
"http://wayback.archive.org/web/20020526215923/http://gentiva.com:80/
",2002-05-26,gentiva.com,4075
"http://wayback.archive.org/web/20020605091643/http://gentiva.com:80/
",2002-06-05,gentiva.com,4075
"http://wayback.archive.org/web/20020726120400/http://gentiva.com:80/
",2002-07-26,gentiva.com,4075
"http://wayback.archive.org/web/20020903231052/http://www.gentiva.com:80/
",2002-09-03,gentiva.com,4075
"http://wayback.archive.org/web/20021002232451/http://www.gentiva.com:80/
",2002-10-02,gentiva.com,4075
"http://wayback.archive.org/web/20021122115122/http://www.gentiva.com:80/
",2002-11-22,gentiva.com,4075
"http://wayback.archive.org/web/20030129201231/http://gentiva.com:80/
",2003-01-29,gentiva.com,4075
"http://wayback.archive.org/web/20030206072938/http://www.gentiva.com:80/
",2003-02-06,gentiva.com,4075
"http://wayback.archive.org/web/20030320111415/http://www.gentiva.com:80/
",2003-03-20,gentiva.com,4075
"http://wayback.archive.org/web/20030419033734/http://gentiva.com:80/
",2003-04-19,gentiva.com,4075
"http://wayback.archive.org/web/20030603093900/http://gentiva.com:80/
",2003-06-03,gentiva.com,4075
"http://wayback.archive.org/web/20030720190426/http://www.gentiva.com:80/
",2003-07-20,gentiva.com,4075
"http://wayback.archive.org/web/20030804141715/http://www.gentiva.com:80/
",2003-08-04,gentiva.com,4075
"http://wayback.archive.org/web/20030920062136/http://www.gentiva.com:80/
",2003-09-20,gentiva.com,4075
