URL,Date,Company,Id,green
"http://wayback.archive.org/web/20030622045541/http://www.gatewaycasinosincomefund.com:80/
",2003-06-22,gatewaycasinosincomefund.com,4001,0.08
"http://wayback.archive.org/web/20030806121112/http://www.gatewaycasinosincomefund.com:80/
",2003-08-06,gatewaycasinosincomefund.com,4001,0.08
"http://wayback.archive.org/web/20031007003657/http://www.gatewaycasinosincomefund.com:80/
",2003-10-07,gatewaycasinosincomefund.com,4001,0.05
"http://wayback.archive.org/web/20031215041137/http://www.gatewaycasinosincomefund.com:80/
",2003-12-15,gatewaycasinosincomefund.com,4001,0.06
"http://wayback.archive.org/web/20040210114509/http://www.gatewaycasinosincomefund.com:80/
",2004-02-10,gatewaycasinosincomefund.com,4001,0.05
"http://wayback.archive.org/web/20040322123209/http://gatewaycasinosincomefund.com:80/
",2004-03-22,gatewaycasinosincomefund.com,4001,0.05
"http://wayback.archive.org/web/20040519132628/http://gatewaycasinosincomefund.com:80/
",2004-05-19,gatewaycasinosincomefund.com,4001,0.05
"http://wayback.archive.org/web/20040604223507/http://www.gatewaycasinosincomefund.com:80/
",2004-06-04,gatewaycasinosincomefund.com,4001,0.05
"http://wayback.archive.org/web/20040825160912/http://www.gatewaycasinosincomefund.com:80/
",2004-08-25,gatewaycasinosincomefund.com,4001,0.04
"http://wayback.archive.org/web/20040922203523/http://gatewaycasinosincomefund.com:80/
",2004-09-22,gatewaycasinosincomefund.com,4001,0.05
"http://wayback.archive.org/web/20041127133616/http://gatewaycasinosincomefund.com:80/
",2004-11-27,gatewaycasinosincomefund.com,4001,
"http://wayback.archive.org/web/20041215170644/http://www.gatewaycasinosincomefund.com:80/
",2004-12-15,gatewaycasinosincomefund.com,4001,
"http://wayback.archive.org/web/20050125101226/http://gatewaycasinosincomefund.com:80/
",2005-01-25,gatewaycasinosincomefund.com,4001,
"http://wayback.archive.org/web/20050209051247/http://www.gatewaycasinosincomefund.com:80/
",2005-02-09,gatewaycasinosincomefund.com,4001,
"http://wayback.archive.org/web/20050308155255/http://www.gatewaycasinosincomefund.com:80/
",2005-03-08,gatewaycasinosincomefund.com,4001,
"http://wayback.archive.org/web/20050405195555/http://www.gatewaycasinosincomefund.com:80/
",2005-04-05,gatewaycasinosincomefund.com,4001,
"http://wayback.archive.org/web/20050527005937/http://www.gatewaycasinosincomefund.com:80/
",2005-05-27,gatewaycasinosincomefund.com,4001,
"http://wayback.archive.org/web/20050830035328/http://www.gatewaycasinosincomefund.com:80/
",2005-08-30,gatewaycasinosincomefund.com,4001,
"http://wayback.archive.org/web/20050906050721/http://www.gatewaycasinosincomefund.com:80/
",2005-09-06,gatewaycasinosincomefund.com,4001,
"http://wayback.archive.org/web/20051001043917/http://gatewaycasinosincomefund.com:80/
",2005-10-01,gatewaycasinosincomefund.com,4001,
"http://wayback.archive.org/web/20051105041723/http://www.gatewaycasinosincomefund.com:80/
",2005-11-05,gatewaycasinosincomefund.com,4001,
"http://wayback.archive.org/web/20051210122744/http://www.gatewaycasinosincomefund.com:80/
",2005-12-10,gatewaycasinosincomefund.com,4001,
"http://wayback.archive.org/web/20060107231727/http://www.gatewaycasinosincomefund.com:80/
",2006-01-07,gatewaycasinosincomefund.com,4001,
"http://wayback.archive.org/web/20060206233359/http://gatewaycasinosincomefund.com:80/
",2006-02-06,gatewaycasinosincomefund.com,4001,
"http://wayback.archive.org/web/20060402194659/http://gatewaycasinosincomefund.com:80/
",2006-04-02,gatewaycasinosincomefund.com,4001,
"http://wayback.archive.org/web/20060613041014/http://gatewaycasinosincomefund.com:80/
",2006-06-13,gatewaycasinosincomefund.com,4001,
"http://wayback.archive.org/web/20060709012936/http://www.gatewaycasinosincomefund.com:80/
",2006-07-09,gatewaycasinosincomefund.com,4001,
"http://wayback.archive.org/web/20060804035607/http://gatewaycasinosincomefund.com:80/
",2006-08-04,gatewaycasinosincomefund.com,4001,
"http://wayback.archive.org/web/20060901201916/http://www.gatewaycasinosincomefund.com:80/
",2006-09-01,gatewaycasinosincomefund.com,4001,
"http://wayback.archive.org/web/20061004030357/http://gatewaycasinosincomefund.com:80/
",2006-10-04,gatewaycasinosincomefund.com,4001,
"http://wayback.archive.org/web/20061205042309/http://gatewaycasinosincomefund.com:80/
",2006-12-05,gatewaycasinosincomefund.com,4001,
"http://wayback.archive.org/web/20070228212214/http://www.gatewaycasinosincomefund.com:80/
",2007-02-28,gatewaycasinosincomefund.com,4001,
"http://wayback.archive.org/web/20070409173211/http://www.gatewaycasinosincomefund.com:80/
",2007-04-09,gatewaycasinosincomefund.com,4001,
"http://wayback.archive.org/web/20070510030833/http://www.gatewaycasinosincomefund.com:80/
",2007-05-10,gatewaycasinosincomefund.com,4001,
"http://wayback.archive.org/web/20070610120204/http://www.gatewaycasinosincomefund.com:80/
",2007-06-10,gatewaycasinosincomefund.com,4001,
"http://wayback.archive.org/web/20070709100300/http://www.gatewaycasinosincomefund.com/
",2007-07-09,gatewaycasinosincomefund.com,4001,
"http://wayback.archive.org/web/20070804231258/http://www.gatewaycasinosincomefund.com:80/
",2007-08-04,gatewaycasinosincomefund.com,4001,
