URL,Date,Company,Id,green
"http://wayback.archive.org/web/20010404044839/http://hosthotels.com:80/
",2001-04-04,hosthotels.com,4637,0.0
"http://wayback.archive.org/web/20010518052940/http://hosthotels.com:80/
",2001-05-18,hosthotels.com,4637,0.0
"http://wayback.archive.org/web/20040320120553/http://hosthotels.com:80/
",2004-03-20,hosthotels.com,4637,0.0
"http://wayback.archive.org/web/20040612123120/http://hosthotels.com:80/
",2004-06-12,hosthotels.com,4637,0.0
"http://wayback.archive.org/web/20040824095522/http://hosthotels.com:80/
",2004-08-24,hosthotels.com,4637,0.0
"http://wayback.archive.org/web/20040925233858/http://hosthotels.com:80/
",2004-09-25,hosthotels.com,4637,0.0
"http://wayback.archive.org/web/20041129024853/http://hosthotels.com:80/
",2004-11-29,hosthotels.com,4637,0.0
"http://wayback.archive.org/web/20060514081722/http://www.hosthotels.com:80/
",2006-05-14,hosthotels.com,4637,0.0
"http://wayback.archive.org/web/20061031051942/http://www.hosthotels.com/
",2006-10-31,hosthotels.com,4637,0.0
"http://wayback.archive.org/web/20061213201816/http://www.hosthotels.com:80/
",2006-12-13,hosthotels.com,4637,0.0
"http://wayback.archive.org/web/20070218030041/http://www.hosthotels.com:80/
",2007-02-18,hosthotels.com,4637,0.0
"http://wayback.archive.org/web/20070417225210/http://www.hosthotels.com:80/
",2007-04-17,hosthotels.com,4637,0.0
"http://wayback.archive.org/web/20070716053124/http://www.hosthotels.com:80/
",2007-07-16,hosthotels.com,4637,0.0
"http://wayback.archive.org/web/20071008054226/http://www.hosthotels.com/
",2007-10-08,hosthotels.com,4637,0.0
"http://wayback.archive.org/web/20071212011602/http://hosthotels.com:80/
",2007-12-12,hosthotels.com,4637,0.0
"http://wayback.archive.org/web/20080122235820/http://www.hosthotels.com/
",2008-01-22,hosthotels.com,4637,0.0
"http://wayback.archive.org/web/20080212000412/http://www.hosthotels.com:80/
",2008-02-12,hosthotels.com,4637,0.0
"http://wayback.archive.org/web/20080314193232/http://hosthotels.com:80/
",2008-03-14,hosthotels.com,4637,0.0
"http://wayback.archive.org/web/20080913193105/http://www.hosthotels.com:80/
",2008-09-13,hosthotels.com,4637,0.0
"http://wayback.archive.org/web/20081010054933/http://www.hosthotels.com:80/
",2008-10-10,hosthotels.com,4637,0.0
"http://wayback.archive.org/web/20081107210529/http://www.hosthotels.com/
",2008-11-07,hosthotels.com,4637,0.0
"http://wayback.archive.org/web/20081225030434/http://www.hosthotels.com:80/
",2008-12-25,hosthotels.com,4637,0.0
"http://wayback.archive.org/web/20090129171329/http://hosthotels.com:80/
",2009-01-29,hosthotels.com,4637,0.0
"http://wayback.archive.org/web/20090302060349/http://www.hosthotels.com:80/
",2009-03-02,hosthotels.com,4637,0.0
"http://wayback.archive.org/web/20090402075212/http://www.hosthotels.com:80/
",2009-04-02,hosthotels.com,4637,0.0
"http://wayback.archive.org/web/20090506181612/http://www.hosthotels.com:80/
",2009-05-06,hosthotels.com,4637,0.0
"http://wayback.archive.org/web/20100309060806/http://www.hosthotels.com:80/
",2010-03-09,hosthotels.com,4637,0.01
"http://wayback.archive.org/web/20100410061247/http://www.hosthotels.com:80/
",2010-04-10,hosthotels.com,4637,0.01
"http://wayback.archive.org/web/20100512161750/http://www.hosthotels.com:80/
",2010-05-12,hosthotels.com,4637,0.01
"http://wayback.archive.org/web/20100612214837/http://www.hosthotels.com:80/
",2010-06-12,hosthotels.com,4637,0.01
"http://wayback.archive.org/web/20100714051609/http://www.hosthotels.com:80/
",2010-07-14,hosthotels.com,4637,0.01
"http://wayback.archive.org/web/20100814141533/http://www.hosthotels.com:80/
",2010-08-14,hosthotels.com,4637,2.22
"http://wayback.archive.org/web/20100914165633/http://www.hosthotels.com:80/
",2010-09-14,hosthotels.com,4637,2.22
"http://wayback.archive.org/web/20101104203404/http://www.hosthotels.com:80/
",2010-11-04,hosthotels.com,4637,2.22
"http://wayback.archive.org/web/20101221101844/http://www.hosthotels.com:80/
",2010-12-21,hosthotels.com,4637,2.22
"http://wayback.archive.org/web/20110114034551/http://www.hosthotels.com:80/
",2011-01-14,hosthotels.com,4637,2.22
"http://wayback.archive.org/web/20110208010258/http://hosthotels.com/
",2011-02-08,hosthotels.com,4637,2.22
"http://wayback.archive.org/web/20110309103741/http://www.hosthotels.com:80/
",2011-03-09,hosthotels.com,4637,2.22
"http://wayback.archive.org/web/20110426193905/http://www.hosthotels.com:80/
",2011-04-26,hosthotels.com,4637,2.46
"http://wayback.archive.org/web/20110602135343/http://www.hosthotels.com:80/
",2011-06-02,hosthotels.com,4637,2.46
