URL,Date,Company,Id
"http://wayback.archive.org/web/20150202015324/http://www.henryschein.com:80/
",2015-02-02,henryschein.com,4506
"http://wayback.archive.org/web/20150302171626/http://www.henryschein.com:80/
",2015-03-02,henryschein.com,4506
"http://wayback.archive.org/web/20150405054310/http://www.henryschein.com:80/
",2015-04-05,henryschein.com,4506
"http://wayback.archive.org/web/20150506045903/http://www.henryschein.com:80/
",2015-05-06,henryschein.com,4506
"http://wayback.archive.org/web/20150612150032/http://www.henryschein.com:80/
",2015-06-12,henryschein.com,4506
"http://wayback.archive.org/web/20150701235454/http://www.henryschein.com/
",2015-07-01,henryschein.com,4506
"http://wayback.archive.org/web/20150801173117/http://henryschein.com/
",2015-08-01,henryschein.com,4506
"http://wayback.archive.org/web/20150904143352/http://www.henryschein.com:80/
",2015-09-04,henryschein.com,4506
"http://wayback.archive.org/web/20151001202437/http://www.henryschein.com:80/
",2015-10-01,henryschein.com,4506
"http://wayback.archive.org/web/20151103072444/http://www.henryschein.com:80/
",2015-11-03,henryschein.com,4506
"http://wayback.archive.org/web/20151205093214/http://www.henryschein.com:80/
",2015-12-05,henryschein.com,4506
"http://wayback.archive.org/web/20160103065211/http://www.henryschein.com:80/
",2016-01-03,henryschein.com,4506
"http://wayback.archive.org/web/20160201033157/http://www.henryschein.com:80/
",2016-02-01,henryschein.com,4506
"http://wayback.archive.org/web/20160302170658/http://www.henryschein.com/
",2016-03-02,henryschein.com,4506
"http://wayback.archive.org/web/20160404114510/https://www.henryschein.com/
",2016-04-04,henryschein.com,4506
"http://wayback.archive.org/web/20160528214101/http://www.henryschein.com/
",2016-05-28,henryschein.com,4506
"http://wayback.archive.org/web/20160604112755/https://www.henryschein.com/
",2016-06-04,henryschein.com,4506
"http://wayback.archive.org/web/20160707133702/http://henryschein.com/
",2016-07-07,henryschein.com,4506
"http://wayback.archive.org/web/20160813101201/http://www.henryschein.com/
",2016-08-13,henryschein.com,4506
"http://wayback.archive.org/web/20160906085929/http://www.henryschein.com/
",2016-09-06,henryschein.com,4506
"http://wayback.archive.org/web/20161009092608/http://henryschein.com/
",2016-10-09,henryschein.com,4506
"http://wayback.archive.org/web/20161101131109/https://www.henryschein.com/
",2016-11-01,henryschein.com,4506
"http://wayback.archive.org/web/20161212113108/https://www.henryschein.com/
",2016-12-12,henryschein.com,4506
"http://wayback.archive.org/web/20170120011458/http://www.henryschein.com
",2017-01-20,henryschein.com,4506
"http://wayback.archive.org/web/20170302104645/http://www.henryschein.com/
",2017-03-02,henryschein.com,4506
"http://wayback.archive.org/web/20170415103959/http://www.henryschein.com/
",2017-04-15,henryschein.com,4506
"http://wayback.archive.org/web/20170601102340/http://henryschein.com/
",2017-06-01,henryschein.com,4506
"http://wayback.archive.org/web/20170724235357/http://www.henryschein.com/
",2017-07-24,henryschein.com,4506
"http://wayback.archive.org/web/20170811064228/http://henryschein.com/
",2017-08-11,henryschein.com,4506
"http://wayback.archive.org/web/20170922093500/http://henryschein.com/
",2017-09-22,henryschein.com,4506
"http://wayback.archive.org/web/20171011131453/http://henryschein.com:80/
",2017-10-11,henryschein.com,4506
"http://wayback.archive.org/web/20171126065512/http://www.henryschein.com/
",2017-11-26,henryschein.com,4506
"http://wayback.archive.org/web/20171228062248/http://henryschein.com:80/
",2017-12-28,henryschein.com,4506
