URL ,Date,Id,Company
"http://wayback.archive.org/web/20010422003300/http://xceedmortgage.com:80/
",2001-04-22,10001,xceedmortgage.com
"http://wayback.archive.org/web/20020122003504/http://www.xceedmortgage.com:80/
",2002-01-22,10001,xceedmortgage.com
"http://wayback.archive.org/web/20020402011143/http://www.xceedmortgage.com:80/
",2002-04-02,10001,xceedmortgage.com
"http://wayback.archive.org/web/20020523190906/http://www.xceedmortgage.com:80/
",2002-05-23,10001,xceedmortgage.com
"http://wayback.archive.org/web/20020603102901/http://www.xceedmortgage.com:80/
",2002-06-03,10001,xceedmortgage.com
"http://wayback.archive.org/web/20020928185030/http://www.xceedmortgage.com:80/
",2002-09-28,10001,xceedmortgage.com
"http://wayback.archive.org/web/20021126013923/http://www.xceedmortgage.com:80/
",2002-11-26,10001,xceedmortgage.com
"http://wayback.archive.org/web/20030210102755/http://xceedmortgage.com:80/
",2003-02-10,10001,xceedmortgage.com
"http://wayback.archive.org/web/20030321024216/http://xceedmortgage.com:80/
",2003-03-21,10001,xceedmortgage.com
"http://wayback.archive.org/web/20030425061235/http://www.xceedmortgage.com:80/
",2003-04-25,10001,xceedmortgage.com
"http://wayback.archive.org/web/20030601081604/http://xceedmortgage.com:80/
",2003-06-01,10001,xceedmortgage.com
"http://wayback.archive.org/web/20030718122323/http://xceedmortgage.com:80/
",2003-07-18,10001,xceedmortgage.com
"http://wayback.archive.org/web/20030805130645/http://www.xceedmortgage.com:80/
",2003-08-05,10001,xceedmortgage.com
"http://wayback.archive.org/web/20030923165337/http://www.xceedmortgage.com:80/
",2003-09-23,10001,xceedmortgage.com
"http://wayback.archive.org/web/20031005084844/http://xceedmortgage.com:80/
",2003-10-05,10001,xceedmortgage.com
"http://wayback.archive.org/web/20031128000251/http://www.xceedmortgage.com:80/
",2003-11-28,10001,xceedmortgage.com
"http://wayback.archive.org/web/20031213020511/http://www.xceedmortgage.com:80/
",2003-12-13,10001,xceedmortgage.com
"http://wayback.archive.org/web/20040201072924/http://www.xceedmortgage.com:80/
",2004-02-01,10001,xceedmortgage.com
"http://wayback.archive.org/web/20040317093857/http://www.xceedmortgage.com:80/
",2004-03-17,10001,xceedmortgage.com
"http://wayback.archive.org/web/20040403174253/http://www.xceedmortgage.com:80/
",2004-04-03,10001,xceedmortgage.com
"http://wayback.archive.org/web/20040518030822/http://www.xceedmortgage.com:80/
",2004-05-18,10001,xceedmortgage.com
"http://wayback.archive.org/web/20040606151724/http://www.xceedmortgage.com:80/
",2004-06-06,10001,xceedmortgage.com
"http://wayback.archive.org/web/20040715013048/http://www.xceedmortgage.com:80/
",2004-07-15,10001,xceedmortgage.com
"http://wayback.archive.org/web/20040825170705/http://www.xceedmortgage.com:80/
",2004-08-25,10001,xceedmortgage.com
"http://wayback.archive.org/web/20040924053753/http://www.xceedmortgage.com:80/
",2004-09-24,10001,xceedmortgage.com
"http://wayback.archive.org/web/20041020025539/http://www.xceedmortgage.com:80/
",2004-10-20,10001,xceedmortgage.com
"http://wayback.archive.org/web/20041112085539/http://www.xceedmortgage.com:80/
",2004-11-12,10001,xceedmortgage.com
"http://wayback.archive.org/web/20041203064448/http://xceedmortgage.com:80/
",2004-12-03,10001,xceedmortgage.com
"http://wayback.archive.org/web/20050115055737/http://www.xceedmortgage.com:80/
",2005-01-15,10001,xceedmortgage.com
"http://wayback.archive.org/web/20050204155334/http://www.xceedmortgage.com:80/
",2005-02-04,10001,xceedmortgage.com
"http://wayback.archive.org/web/20050301092402/http://www.xceedmortgage.com:80/
",2005-03-01,10001,xceedmortgage.com
"http://wayback.archive.org/web/20050404154251/http://www.xceedmortgage.com:80/
",2005-04-04,10001,xceedmortgage.com
"http://wayback.archive.org/web/20050507234425/http://www.xceedmortgage.com:80/
",2005-05-07,10001,xceedmortgage.com
"http://wayback.archive.org/web/20050623081535/http://www.xceedmortgage.com:80/
",2005-06-23,10001,xceedmortgage.com
"http://wayback.archive.org/web/20050713075604/http://www.xceedmortgage.com:80/
",2005-07-13,10001,xceedmortgage.com
"http://wayback.archive.org/web/20050818192717/http://www.xceedmortgage.com:80/
",2005-08-18,10001,xceedmortgage.com
"http://wayback.archive.org/web/20050913200117/http://www.xceedmortgage.com:80/
",2005-09-13,10001,xceedmortgage.com
"http://wayback.archive.org/web/20051001103926/http://xceedmortgage.com:80/
",2005-10-01,10001,xceedmortgage.com
"http://wayback.archive.org/web/20051103034957/http://www.xceedmortgage.com:80/
",2005-11-03,10001,xceedmortgage.com
"http://wayback.archive.org/web/20051211124124/http://www.xceedmortgage.com:80/
",2005-12-11,10001,xceedmortgage.com
"http://wayback.archive.org/web/20060101134437/http://www.xceedmortgage.com:80/
",2006-01-01,10001,xceedmortgage.com
"http://wayback.archive.org/web/20060202155734/http://xceedmortgage.com:80/
",2006-02-02,10001,xceedmortgage.com
"http://wayback.archive.org/web/20060402221922/http://xceedmortgage.com:80/
",2006-04-02,10001,xceedmortgage.com
"http://wayback.archive.org/web/20060503195031/http://www.xceedmortgage.com:80/
",2006-05-03,10001,xceedmortgage.com
"http://wayback.archive.org/web/20060615103553/http://www.xceedmortgage.com:80/
",2006-06-15,10001,xceedmortgage.com
"http://wayback.archive.org/web/20060705220005/http://www.xceedmortgage.com:80/
",2006-07-05,10001,xceedmortgage.com
"http://wayback.archive.org/web/20060814214000/http://www.xceedmortgage.com:80/
",2006-08-14,10001,xceedmortgage.com
"http://wayback.archive.org/web/20060901003859/http://www.xceedmortgage.com:80/
",2006-09-01,10001,xceedmortgage.com
"http://wayback.archive.org/web/20061004210710/http://www.xceedmortgage.com:80/
",2006-10-04,10001,xceedmortgage.com
"http://wayback.archive.org/web/20061105131331/http://www.xceedmortgage.com:80/
",2006-11-05,10001,xceedmortgage.com
"http://wayback.archive.org/web/20061205025429/http://xceedmortgage.com:80/
",2006-12-05,10001,xceedmortgage.com
"http://wayback.archive.org/web/20070102015129/http://www.xceedmortgage.com:80/
",2007-01-02,10001,xceedmortgage.com
"http://wayback.archive.org/web/20070206203129/http://www.xceedmortgage.com:80/
",2007-02-06,10001,xceedmortgage.com
"http://wayback.archive.org/web/20070402142339/http://www.xceedmortgage.com:80/
",2007-04-02,10001,xceedmortgage.com
"http://wayback.archive.org/web/20070506204436/http://www.xceedmortgage.com:80/
",2007-05-06,10001,xceedmortgage.com
"http://wayback.archive.org/web/20070606104910/http://www.xceedmortgage.com:80/
",2007-06-06,10001,xceedmortgage.com
"http://wayback.archive.org/web/20070701104136/http://www.xceedmortgage.com:80/
",2007-07-01,10001,xceedmortgage.com
"http://wayback.archive.org/web/20070810134517/http://www.xceedmortgage.com:80/
",2007-08-10,10001,xceedmortgage.com
"http://wayback.archive.org/web/20070910015110/http://www.xceedmortgage.com:80/
",2007-09-10,10001,xceedmortgage.com
"http://wayback.archive.org/web/20071010145908/http://www.xceedmortgage.com:80/
",2007-10-10,10001,xceedmortgage.com
"http://wayback.archive.org/web/20080410035127/http://www.xceedmortgage.com:80/
",2008-04-10,10001,xceedmortgage.com
"http://wayback.archive.org/web/20080509165514/http://www.xceedmortgage.com/
",2008-05-09,10001,xceedmortgage.com
"http://wayback.archive.org/web/20080630055241/http://www.xceedmortgage.com:80/
",2008-06-30,10001,xceedmortgage.com
"http://wayback.archive.org/web/20080701230300/http://www.xceedmortgage.com:80/
",2008-07-01,10001,xceedmortgage.com
"http://wayback.archive.org/web/20080802035138/http://www.xceedmortgage.com:80/
",2008-08-02,10001,xceedmortgage.com
